LUGAR,MUNICIPIO,CALLE,NÚMERO,NÚMERO INTERIOR,HORARIO,TIPO,ENTIDAD DE GOBIERNO,LATITUD,LONGITUD,INFORMACION COMPLEMENTARIA,FECHA ACTUALIZACIÓN
Colegio de Estudios Científicos y Tecnológicos del Estado de Jalisco- CECYTEJ,Guadalajara,José Guadalupe Zuno,2315,,8:00 a 20 Hrs.,Oficina de Gobierno,"Colegio de Estudios Científicos y Tecnológicos del Estado de Jalisco- CECYTEJ,Organismos",20.670151,-103.375528," Guadalajara José Guadalupe Zuno 2315 Americana 44160 8:00 a 20 Hrs. Mtro. Francisco Javier Romero Mena javier.romero@cecytej.mx 20.670151-103.375528 Colegio de Estudios Científicos y Tecnológicos del Estado de Jalisco- CECYTEJ ",2013-09-19T19:58:52Z
Secretaria de Movilidad Sub Regional Acatlán,Acatlán de Juárez,Justo Sierra,114,,,,,,," Acatlán de Juárez Justo Sierra 114 01 387 772 0590 Ext. 13400 ",2013-07-11T21:55:50Z
Contraloría del Estado,Guadalajara,Vallarta,1252,," Lunes a viernes de 8:00 a 16:00 hrs.",,Contraloría del Estado,20.674757,-103.364296," Guadalajara Vallarta 1252 Americana 44160 (33) 4739-0104 (33) 4739-0121 Lunes a viernes de 8:00 a 16:00 hrs. 20.674757-103.364296 Contraloría del Estado ",2013-09-09T19:10:51Z
Secretaria de Desarrollo e Integración Social,Guadalajara,Av. Circunvalación Jorge Álvarez del Castillo,1087,,Lunes a Viernes de 9 a.m. a 5 p.m.,Oficina de Gobierno,Secretaría de Desarrollo e Integración Social,20.696961,-103.371078," Guadalajara Av. Circunvalación Jorge Álvarez del Castillo 1087 Mezquitán Country 44620 3030-1213 Lunes a Viernes de 9 a.m. a 5 p.m. Lic. Salvador Rizo Castelo 20.696961-103.371078 Secretaría de Desarrollo e Integración Social ",2014-10-09T16:30:53Z
Centro Estatal de Investigación de la Vialidad y del Transporte (CEIT),Zapopan,Ramón Corona,"180 ",,,Oficina de Gobierno,"Organismos,Centro Estatal de Investigación de la Vialidad y del Transporte- CEIT,Organismos",20.723806,-103.392776," Zapopan Ramón Corona 180 45100 1 (33) 01 (33) 3833 2719 / 3833 4139 / 3585 6655 / 3585 6656 20.723806-103.392776 Organismos Centro Estatal de Investigación de la Vialidad y del Transporte- CEIT ",2013-09-18T21:36:43Z
UNIRSE Región 04 Ocotlán,Ocotlán,"Avenida Universidad ",950,,,"Unidades Regionales (UNIRSE),Oficina de Gobierno","Subsecretaría de Administración,Secretaría de Planeación\, Administración y Finanzas",20.370302,-102.769118," Ocotlán Avenida Universidad 950 San Felipe 47820 01(392)925-9490 L.C.P. Víctor Manuel Rodríguez victormanuel.rodriguez@jalisco.gob.mx 20.370302-102.769118 Subsecretaría de Administración ",2013-09-23T21:23:38Z
UNIRSE Región 02 Altos Norte,Lagos de Moreno,San Modesto,50,,9:00 a 15:00 hrs.,"Unidades Regionales (UNIRSE),Oficina de Gobierno","Subsecretaría de Administración,Secretaría de Planeación\, Administración y Finanzas",21.372144,-101.923354," Lagos de Moreno San Modesto 50 La Palma 01 (474) 741 2777 9:00 a 15:00 hrs. Ing. Luis Guillermo de la Torre García luis.delatorre@jalisco.gob.mx 21.372144-101.923354 Subsecretaría de Administración ",2013-09-23T21:22:33Z
UNIRSE Región 01 Norte,Colotlán,Km.1 Carretera Colotlán – Guadalajara,,,,"Unidades Regionales (UNIRSE),Oficina de Gobierno","Subsecretaría de Administración,Secretaría de Planeación\, Administración y Finanzas",22.099075,-103.269145," Colotlán Km.1 Carretera Colotlán – Guadalajara 01(499)9926010 Ing. Cesar Alejandro Mayorga Anaya cesar.mayorga@jalisco.gob.mx 22.099075-103.269145 Subsecretaría de Administración ",2013-10-08T20:56:27Z
UNIRSE Región 08 Costa Norte,Puerto Vallarta,Avenida Grandes Lagos,236,,9:00 a 15:00 hrs,"Unidades Regionales (UNIRSE),Oficina de Gobierno","Subsecretaría de Administración,Secretaría de Planeación\, Administración y Finanzas",20.647995,-105.226259," Puerto Vallarta Avenida Grandes Lagos 236 01 (322) 226 1800 al 1829, Ext. 52910, 51804, 52894 9:00 a 15:00 hrs Lic. César Langarica Santana cesar.langarica@jalisco.gob.mx 20.647995-105.226259 Subsecretaría de Administración ",2013-09-23T21:24:31Z
Subsecretaría de Planeación,Guadalajara,Avenida Magisterio,1499,,9:00 a 17:00 hrs.,Oficina de Gobierno,"Secretaría de Planeación\, Administración y Finanzas,Subsecretaría de Planeación,Secretaría de Planeación\, Administración y Finanzas",20.700082,-103.349152," Guadalajara Avenida Magisterio 1499 Miraflores 44270 01 (33) 01 (33) 3819-2375 9:00 a 17:00 hrs. 20.700082-103.349152 Secretaría de Planeación, Administración y Finanzas Subsecretaría de Planeación ",2013-08-07T19:24:14Z
Subsecretaría de Finanzas,Guadalajara,Pedro Moreno,281,,9:00 a 15:00 hrs.,Oficina de Gobierno,"Secretaría de Planeación\, Administración y Finanzas,Subsecretaría de Finanzas,Secretaría de Planeación\, Administración y Finanzas",20.675853,-103.346373," Guadalajara Pedro Moreno 281 44100 1 (33) 01 (33) 3668-1757, 3668-1700 y 01-800-715-1582. 9:00 a 15:00 hrs. 20.675853-103.346373 Secretaría de Planeación, Administración y Finanzas Subsecretaría de Finanzas ",2013-08-13T17:26:48Z
Fideicomiso del Programa de Desarrollo Forestal del Estado- FIPRODEFO,Guadalajara,Bruselas,626,planta alta,9:00 hrs a  17:00 hrs.,Oficina de Gobierno,"Fideicomiso del Programa de Desarrollo Forestal del Estado- FIPRODEFO,Organismos",20.663837,-103.366286," Guadalajara Bruselas 626 planta alta Moderna 44190 33 3162.0565 33 3162.0566 9:00 hrs a 17:00 hrs. M.C. Gabriela Lopez Damian gabriela.lopez@fiprodefo.org.mx 20.663837-103.366286 Fideicomiso del Programa de Desarrollo Forestal del Estado- FIPRODEFO ",2015-05-21T17:11:25Z
Turismo de los Municipios del Interior del Estado- TMIE,Zapopan,Santa Teresa de Jesús,146-4,,,Oficina de Gobierno,"Turismo de los Municipios del Interior del Estado- TMIE,Organismos",20.671466,-103.413922," Zapopan Santa Teresa de Jesús 146-4 45040 (01) 33 3123-9142 20.671466-103.413922 Turismo de los Municipios del Interior del Estado- TMIE ",2013-09-19T15:55:32Z
Turismo de la Zona Metropolitana de Guadalajara- TZGM,Guadalajara,Libertad,1725,,,Oficina de Gobierno,"Turismo de la Zona Metropolitana de Guadalajara- TZGM,Organismos",20.672349,-103.363175," Guadalajara Libertad 1725 Americana (01) 33 3628-4439- 36284176 20.672349-103.363175 Turismo de la Zona Metropolitana de Guadalajara- TZGM ",2013-09-19T15:52:08Z
Orquesta Filarmónica del Estado de Jalisco,Guadalajara,Belén,s/n,,Lunes a viernes de 9:00 a 15:00 horas Página de la Orquesta Filarmónica de Jalisco: http://ofj.org.mx/ No se cuenta con correo de la orquesta.,Oficina de Gobierno,"Orquesta Filarmónica del Estado de Jalisco,Organismos",20.676997,-103.344367," Guadalajara Belén s/n Centro 44100 3030-9772 (Directo) 3030-9773 (Directo) No cuenta con fax Lunes a viernes de 9:00 a 15:00 horas Página de la Orquesta Filarmónica de Jalisco: http://ofj.org.mx/ No se cuenta con correo de la orquesta. Ing. Arturo Gómez Poulat arturo.gomez@ofj.com.mx 20.676997-103.344367 Orquesta Filarmónica del Estado de Jalisco ",2015-03-02T18:18:14Z
Sistema de Transporte de la Zona Metropolitana- SISTECOZOME,Guadalajara,Abundancia,"1487 ",,,Oficina de Gobierno,"Sistema de Transporte de la Zona Metropolitana- SISTECOZOME,Organismos",20.709767,-103.305228," Guadalajara Abundancia 1487 San Miguel de Huentitan 20.709767-103.305228 Sistema de Transporte de la Zona Metropolitana- SISTECOZOME ",2013-09-18T21:55:41Z
Sistema para el Desarrollo Integral de la Familia- DIF,Guadalajara,Fray Antonio Alcalde,1220,,Lunes a viernes de 8:00 am - 8:00 pm,,"Sistema para el desarrollo Integral de la Familia- DIF,Organismos",20.696188,-103.347961," Guadalajara Fray Antonio Alcalde 1220 Miraflores 44270 01 800 3000 343, (33) 3030-3800, (33)3030-4600 Lunes a viernes de 8:00 am- 8:00 pm 20.696188-103.347961 Sistema para el desarrollo Integral de la Familia- DIF ",2014-02-04T17:44:39Z
Instituto Jalisciense de Antropología e Historia,Guadalajara,Miguel Blanco,1405,,,Oficina de Gobierno,"Instituto Jalisciense de Antropología e Historia,Organismos",20.672244,-103.357793," Guadalajara Miguel Blanco 1405 3825-3821 20.672244-103.357793 Instituto Jalisciense de Antropología e Historia ",2013-09-18T21:41:17Z
Administración y Fuente de Pago para la Reestructura de la Deuda del SIAPA,Guadalajara,Pedro Moreno,281,,,Oficina de Gobierno,"Administración y Fuente de Pago para la Reestructura de la Deuda del SIAPA,Organismos",20.675853,-103.346373," Guadalajara Pedro Moreno 281 Centro (01-33) 3668-1749 20.675853-103.346373 Administración y Fuente de Pago para la Reestructura de la Deuda del SIAPA ",2013-12-10T16:26:35Z
Instituto de Movilidad y Transporte del Estado de Jalisco- IMTJ,Zapopan,Ramón Corona,180,Planta Alta,8:00 a 16:00 hrs.,Oficina de Gobierno,"Instituto de Movilidad y Transporte del Estado de Jalisco- IMTJ,Organismos",20.723856,-103.394131," Zapopan Ramón Corona 180 Planta Alta Zapopan Centro 45100 01(33) 1377 8888 01(33) 1377 8888 8:00 a 16:00 hrs. Mario Córdova España mario.cordova@jalisco.gob.mx 20.723856-103.394131 Instituto de Movilidad y Transporte del Estado de Jalisco- IMTJ ",2014-08-04T17:42:01Z
Instituto de Información Territorial- IIT,Zapopan,Av. Pirules,71,,,Oficina de Gobierno,"Instituto de Información Territorial- IIT,Organismos",20.689162,-103.447979," Zapopan Av. Pirules 71 Ciudad Granja 45010 37-77-17-70 ext. 2103 20.689162-103.447979 Instituto de Información Territorial- IIT ",2013-09-18T21:27:22Z
Instituto Jalisciense de Asistencia Social- IJAS,Guadalajara,Av. Magisterio,"1499-A ",,De lunes a viernes de 9:00 a 15:00 horas.,Oficina de Gobierno,"Instituto Jalisciense de Asistencia Social- IJAS,Organismos",20.699801,-103.349034," Guadalajara Av. Magisterio 1499-A Miraflores 44260 (33) 38 19 53 00 Ext. 47936 (33) 38 19 53 00 Ext. 47983 De lunes a viernes de 9:00 a 15:00 horas. Rodrigo Rincón, Comunicación Social ijas.comunicacionsocial@gmail.com 20.699801-103.349034 Instituto Jalisciense de Asistencia Social- IJAS ",2014-04-09T19:37:06Z
Fondo de Apoyo Municipal- FAM,Guadalajara,Paseo de los Jugueteros,38,,,Oficina de Gobierno,"Fondo de Apoyo Municipal- FAM,Organismos",20.677248,-103.342951," Guadalajara Paseo de los Jugueteros 38 (0-133) 3668-1710 33277 20.677248-103.342951 Fondo de Apoyo Municipal- FAM ",2013-09-18T21:22:01Z
Consejo Estatal para la Atención e Inclusión de Personas con Discapacidad- COEDIS,Guadalajara,Av. Hidalgo,1443,,,Oficina de Gobierno,"Consejo Estatal para la Atención e Inclusión de Personas con Discapacidad- COEDIS,Organismos",20.676786,-103.36825," Guadalajara Av. Hidalgo 1443 Americana 44150 (33)30301228 Ext. 50563 20.676786-103.36825 Consejo Estatal para la Atención e Inclusión de Personas con Discapacidad- COEDIS ",2015-06-01T16:52:36Z
Instituto Cultural Cabañas- ICC,Guadalajara,Cabañas,8,,,Oficina de Gobierno,"Instituto Cultural Cabañas- ICC,Organismos",20.677017,-103.337478," Guadalajara Cabañas 8 Las Fresas 3668 16 42 Ext. 31014 y 3668 16 45. 20.677017-103.337478 Instituto Cultural Cabañas- ICC ",2015-01-08T19:07:15Z
Fideicomiso Plan Múltiple de Beneficios para los Trabajadores del Gobierno del Estado- FPBTGE,Guadalajara,"Av. Prolongacion Alcalde ",1221,,9:00 A 17:00 HRS.,Oficina de Gobierno,"Fideicomiso Plan Múltiple de Beneficios para los Trabajadores del Gobierno del Estado- FPBTGE,Organismos",20.69632839256577,-103.34916114807129," Guadalajara Av. Prolongacion Alcalde 1221 Miraflores 44270 3818-2800 EXT. 22868 9:00 A 17:00 HRS. 20.69632839256577-103.34916114807129 Fideicomiso Plan Múltiple de Beneficios para los Trabajadores del Gobierno del Estado- FPBTGE ",2013-09-19T15:32:46Z
Garantía de Créditos,Guadalajara,Pedro Moreno,281,,,Oficina de Gobierno,"Garantía de Créditos,Organismos",20.675833,-103.346378," Guadalajara Pedro Moreno 281 (01-33) 3823-6221 20.675833-103.346378 Garantía de Créditos ",2013-09-19T15:28:06Z
Colegio de Bachilleres del Estado de Jalisco- COBAEJ,Guadalajara,"Calle Pedro Moreno ",1491,,,,"Colegio de Bachilleres del Estado de Jalisco- COBAEJ,Organismos","20.675642 ",-103.368024," Guadalajara Calle Pedro Moreno 1491 Americana (0133) 3882-5582 20.675642-103.368024 Colegio de Bachilleres del Estado de Jalisco- COBAEJ ",2013-09-19T15:50:46Z
Garantía de Deuda,Guadalajara,Pedro Moreno,281,,,Oficina de Gobierno,"Garantía de Deuda,Organismos",20.675833,-103.346378," Guadalajara Pedro Moreno 281 (01-33) 3818 2800 Ext 33254 20.675833-103.346378 Garantía de Deuda ",2013-09-19T15:24:42Z
Fondo para la Atención de Desastres Naturales- FONDEN,Guadalajara,Pedro Moreno,281,,,Oficina de Gobierno,"Fondo para la Atención de Desastres Naturales- FONDEN,Organismos",20.675833,-103.346378," Guadalajara Pedro Moreno 281 (01-33) 3823-6221 20.675833-103.346378 Fondo para la Atención de Desastres Naturales- FONDEN ",2013-09-19T15:17:08Z
Apoyo de Seguridad Social (Damnificados del 22 de Abril)- FIASS,Guadalajara,Av. Circunvalación Jorge Álvarez del Castillo,1087,,Lunes a Viernes de 9 a.m. a 5 p.m.,Oficina de Gobierno,"Apoyo de Seguridad Social (Damnificados del 22 de Abril)- FIASS,Organismos",20.696961,-103.371078," Guadalajara Av. Circunvalación Jorge Álvarez del Castillo 1087 Mezquitán Country 44620 3030-1200 Lunes a Viernes de 9 a.m. a 5 p.m. 20.696961-103.371078 Apoyo de Seguridad Social (Damnificados del 22 de Abril)- FIASS ",2014-08-13T15:26:31Z
DRSE Ciudad Guzman,Ciudad Guzman,Humbolt,18,,,"DRSE,Oficina central de educación,Oficina de Gobierno",Secretaría de Educación,"19.703312 ",-103.46238," Ciudad Guzman Humbolt 18 49000 01(341) 412 37 91 Fax: 01(341) 412 43 80 19.703312-103.46238 Secretaría de Educación ",2013-09-20T17:24:56Z
DRSE Tamazula de Gordiano,Tamazula de Gordiano,Ramón Corona,364,,,"DRSE,Oficina central de educación,Oficina de Gobierno",Secretaría de Educación,19.679319,-103.251699," Tamazula de Gordiano Ramón Corona 364 49650 01(358) 416 15 32 01(358) 416 17 98 19.679319-103.251699 Secretaría de Educación ",2013-09-20T18:24:43Z
DRSE Tlaquepaque,Tlaquepaque,González Gallo,2720,,,"DRSE,Oficina central de educación,Oficina de Gobierno",Secretaría de Educación,20.601897,"-103.325295 "," Tlaquepaque González Gallo 2720 El Rosario 44890 01(33) 3330 982 Fax: 01(33) 1368 0828 20.601897-103.325295 Secretaría de Educación ",2013-09-20T18:21:45Z
DRSE Ocotlán,Ocotlán,Francisco I. Madero,311,,,"DRSE,Oficina central de educación,Oficina de Gobierno",Secretaría de Educación,20.341082,-102.784346," Ocotlán Francisco I. Madero 311 Centro 47820 01(392) 922 56 32 Fax: 01(392) 925 56 61 20.341082-102.784346 Secretaría de Educación ",2013-09-20T18:24:47Z
DRSE Guadalajara,Guadalajara,Avenida Federalismo Sur,595,,,"DRSE,Oficina central de educación,Oficina de Gobierno",Secretaría de Educación,20.667602,-103.35506," Guadalajara Avenida Federalismo Sur 595 Mexicaltzingo 01(33) 3030 4525 01(33) 3345 0466 20.667602-103.35506 Secretaría de Educación ",2013-09-20T18:22:09Z
DRSE Tepatitlán de Morelos,Tepatitlán de Morelos,José Ricardo Alcalá Iñiguez,339,,,,Secretaría de Educación,20.806372,-102.763072," Tepatitlán de Morelos José Ricardo Alcalá Iñiguez 339 La Gloria 47650 01(378) 781 30 80 Fax: 01(378) 781 00 55 20.806372-102.763072 Secretaría de Educación ",2013-09-20T18:23:57Z
DRSE Ameca,Ameca,Ramón Corona,4,,,,Secretaría de Educación,20.549447,-104.047247," Ameca Ramón Corona 4 46600 01(375) 758 16 71 Fax: 01(375) 758 59 27 20.549447-104.047247 Secretaría de Educación ",2013-09-20T20:35:48Z
DRSE Lagos de Moreno,Lagos de Moreno,Bouled Orozco y Jiménez,572,,,"DRSE,Oficina central de educación,Oficina de Gobierno",Secretaría de Educación,21.347754,"-101.940369 "," Lagos de Moreno Bouled Orozco y Jiménez 572 Alcalde 47470 01(474) 742 39 98 01(474) 742 64 08 21.347754-101.940369 Secretaría de Educación ",2013-09-20T18:24:02Z
DRSE Puerto Vallarta,Puerto Vallarta,Paseo del Marlin,155,,,"DRSE,Oficina central de educación,Oficina de Gobierno",Secretaría de Educación,20.638365,-105.216057," Puerto Vallarta Paseo del Marlin 155 Las Aralias 48328 01(322) 224 35 45 Fax: 01(322) 293 51 36 20.638365-105.216057 Secretaría de Educación ",2013-09-20T18:22:45Z
DRSE Colotlán,Colotlán,"Av. Reforma ",83,,,"DRSE,Oficina central de educación,Oficina de Gobierno",Secretaría de Educación,22.111482,-103.262312," Colotlán Av. Reforma 83 46200 01(499) 922 03 55 01(499) 992 05 75 22.111482-103.262312 Secretaría de Educación ",2013-09-20T18:24:12Z
DRSE Autlán de Navarro,Autlán de Navarro,Ángel Martínez,73,,,"DRSE,Oficina central de educación,Oficina de Gobierno",Secretaría de Educación,"19.769928 ",-104.369477," Autlán de Navarro Ángel Martínez 73 48900 01(321) 387 43 79 01(321) 387 42 89 19.769928-104.369477 Secretaría de Educación ",2013-09-25T17:00:09Z
DRSE El Grullo,El Grullo,Independencia,200,,,"DRSE,Oficina central de educación,Oficina de Gobierno",Secretaría de Educación,19.805648,-104.220392," El Grullo Independencia 200 48740 01(321) 387 43 79 01(321) 387 42 89 19.805648-104.220392 Secretaría de Educación ",2013-09-20T18:23:12Z
SubDRSE Jocotepec,Jocotepec,Miguel Arana,254,,,,Secretaría de Educación,20.285011,-103.42547," Jocotepec Miguel Arana 254 45800 01 (387) 763 1235 Ext. 53154 / 53155 20.285011-103.42547 Secretaría de Educación ",2013-09-20T18:16:45Z
Instituto de Formación para el Trabajo del Estado de Jalisco- IDEFT,Guadalajara,Avenida Ávila Camacho,2068,,,,"Instituto de Formación para el Trabajo del Estado de Jalisco- IDEFT,Organismos",20.7062388,-103.3653067," Guadalajara Avenida Ávila Camacho 2068 Jardines del Country 44210 (01 33) 3615-0644 20.7062388-103.3653067 Instituto de Formación para el Trabajo del Estado de Jalisco- IDEFT ",2014-06-04T15:51:27Z
Escuela de Conservación y Restauración de Occidente- ECRO,Guadalajara,Analco,285,,,,"Escuela de conservación y Restauración de Occidente- ECRO,Organismos",20.676154,-103.342581," Guadalajara Analco 285 Barrio de Analco (033) 3617-1409 20.676154-103.342581 Escuela de conservación y Restauración de Occidente- ECRO ",2013-09-19T20:04:09Z
Instituto Estatal para la Educación de Jóvenes y Adultos- INEEJAD Jalisco,Guadalajara,San Juan Bosco,80,,,,"Instituto Estatal para la Educación de Jóvenes y Adultos- INEEJAD,Organismos",20.667943,-103.403472," Guadalajara San Juan Bosco 80 Jardines de San Ignacio (01 33) 3030-4350 20.667943-103.403472 Instituto Estatal para la Educación de Jóvenes y Adultos- INEEJAD ",2014-06-18T15:01:21Z
Instituto Estatal para la Educación de Jóvenes y Adultos- INEEJAD Jalisco,Guadalajara,"José Guadalupe Zuno ",2091,,,,"Instituto Estatal para la Educación de Jóvenes y Adultos- INEEJAD,Organismos",20.802337,-103.371277," Guadalajara José Guadalupe Zuno 2091 (01 33)3030-4350 20.802337-103.371277 Instituto Estatal para la Educación de Jóvenes y Adultos- INEEJAD ",2014-06-18T15:00:37Z
SubDRSE Jalostotitlán,Jalostotitlán,Salvador Quezada Limón,195,,,"SubRSE,Oficina central de educación,Oficina de Gobierno",Secretaría de Educación,21.170432,-102.466967," Jalostotitlán Salvador Quezada Limón 195 47120 01 (431) 746 0292, Ext. 53151 / 53152 21.170432-102.466967 Secretaría de Educación ",2013-09-20T18:16:52Z
SubDRSE Arandas,Arandas,Marcelino Ález,97,,,"SubRSE,Oficina central de educación,Oficina de Gobierno",Secretaría de Educación,20.706762,-102.345326," Arandas Marcelino Ález 97 47180 01(348) 784 6030 Ext. 53133 / 53134 20.706762-102.345326 Secretaría de Educación ",2013-09-20T18:17:12Z
SubDRSE Teocaltiche,Teocaltiche,Aguascalientes,19,,,"SubRSE,Oficina central de educación,Oficina de Gobierno",Secretaría de Educación,21.425392,-102.57053," Teocaltiche Aguascalientes 19 Los Angeles 01(346)787 4852 21.425392-102.57053 Secretaría de Educación ",2013-09-20T18:20:49Z
SubDRSE Chimaltitán,Chimaltitán,Int. Presidencia Municipal,,,,"SubRSE,Oficina central de educación,Oficina de Gobierno",Secretaría de Educación,21.78037,"-103.780268 "," Chimaltitán Int. Presidencia Municipal 46300 01(437) 952 51 28 Ext. 53145 / 53146 21.78037-103.780268 Secretaría de Educación ",2013-09-20T18:21:00Z
SubDRSE Ojuelos,Ojuelos de Jalisco,Javier Mina,28,,,"SubRSE,Oficina central de educación,Oficina de Gobierno",Secretaría de Educación,21.861908,-101.594302," Ojuelos de Jalisco Javier Mina 28 Centro 47540 01(496) 851 06 46, Ext. 53163 / 53164 21.861908-101.594302 Secretaría de Educación ",2013-09-20T18:00:39Z
Parque Solidaridad,Guadalajara,Av. Malecón,300,,,Oficina de Gobierno,"Parque Solidaridad,Organismos",20.666256,-103.270145," Guadalajara Av. Malecón 300 Benito Juárez 44770 (01 33) 3608-6611 y (01 33) 36086995 20.666256-103.270145 Parque Solidaridad ",2014-09-02T14:59:47Z
Secretaría de Educacion Jalisco,Zapopan,Avenida Central,"#615",,,"Oficina central de educación,Oficina de Gobierno",Secretaría de Educación,20.724038,"-103.42949 "," Zapopan Avenida Central #615 Residencial Poniente 20.724038-103.42949 Secretaría de Educación ",2013-09-24T18:21:31Z
Instituto Jalisciense de la Vivienda- IJALVI,Guadalajara,López Cotilla,595,,,Oficina de Gobierno,"Instituto Jalisciense de la Vivienda- IJALVI,Organismos",20.634431,-103.320107," Guadalajara López Cotilla 595 Centro 44100 30-30-4300 Y 30-30-4302 20.634431-103.320107 Instituto Jalisciense de la Vivienda- IJALVI ",2014-07-07T21:26:18Z
Estero &quot;El Salado&quot;- FIDEES,Puerto Vallarta,Av. Paseo de las Flores,505,,,Oficina de Gobierno,"Estero El Salado- FIDEES,Organismos",20.679406,-105.231441," Puerto Vallarta Av. Paseo de las Flores 505 Villa Las Flores 48335 (322) 226 2870 Ext. 2875 20.679406-105.231441 Estero El Salado- FIDEES ",2013-09-20T17:05:46Z
Universidad Tecnológica de la Zona Metropolitana de Guadalajara- UTZMG,Tlajomulco de Zúñiga,"Carretera Tlajomulco Tala Km 4.7 ",,,,,"Universidad Tecnológica de la Zona Metropolitana de Guadalajara- UTZMG,Organismos",20.4862,-103.534155," Tlajomulco de Zúñiga Carretera Tlajomulco Tala Km 4.7 Santa Cruz de las Flores (01 33) 3770-1650 20.4862-103.534155 Universidad Tecnológica de la Zona Metropolitana de Guadalajara- UTZMG ",2013-09-20T17:25:37Z
"Fideicomiso de Desarrollo Urbano de Jalisco- FIDEUR ",Guadalajara,Avenida Prolongación Alcalde,1351,Edificio &quot;B&quot; Segundo Piso,,Oficina de Gobierno,"Fideicomiso de Desarrollo Urbano de Jalisco- FIDEUR,Organismos",20.668685,-103.371983," Guadalajara Avenida Prolongación Alcalde 1351 Edificio &quot;B&quot; Segundo Piso Miraflores 44270 38548100/ 38548102 20.668685-103.371983 Fideicomiso de Desarrollo Urbano de Jalisco- FIDEUR ",2014-09-09T16:00:45Z
Comisión Estatal de Agua- CEA,Guadalajara,Brasilia,2970,,,,"Comisión Estatal del Agua de Jalisco- CEA,Organismos",20.705762,-103.38562," Guadalajara Brasilia 2970 Colomos Providencia 3030-9350 Ext 8304 20.705762-103.38562 Comisión Estatal del Agua de Jalisco- CEA ",2013-09-20T16:26:36Z
"Sistema de Servicios de Agua Potable, Drenaje y Alcantarillado de Puerto Vallarta, Jalisco- SEAPAL",Puerto Vallarta,Avenida Francisco Villa,s/n,,,Oficina de Gobierno,"Sistema de Servicios de Agua Potable\, Drenaje y Alcantarillado de Puerto Vallarta\, Jalisco- SEAPAL,Organismos",20.62796,-105.228323," Puerto Vallarta Avenida Francisco Villa s/n Lázaro Cárdenas 48330 (01 322) 22-6-91-95 / 22-6-91-91 Ext. 1112 20.62796-105.228323 Sistema de Servicios de Agua Potable, Drenaje y Alcantarillado de Puerto Vallarta, Jalisco- SEAPAL ",2013-09-20T17:07:28Z
Universidad Tecnológica de Jalisco- UTJ,Guadalajara,"Luis José Jiménez ",577,,,,"Universidad Tecnológica de Jalisco- UTJ,Organismos",20.62443,-103.354282," Guadalajara Luis José Jiménez 577 Primero de Mayo Cerro del Cuatro (01 33) 3030-0914 20.62443-103.354282 Universidad Tecnológica de Jalisco- UTJ ",2013-09-20T16:13:32Z
Parque Metropolitano de Guadalajara,Guadalajara,Av. Beethoven,5800,,Lunes a Viernes de 8:00 a.m. a 3:00 p.m,Parque natural,"Parque Metropolitano de Guadalajara,Organismos",20.671125,-103.438013," Guadalajara Av. Beethoven 5800 La Estancia Oficinas Administrativas Tel.. (33) 3673-9489, 90 o 91, Oficinas Vinculación Tel. 31652823/46 Lunes a Viernes de 8:00 a.m. a 3:00 p.m 20.671125-103.438013 Parque Metropolitano de Guadalajara ",2013-09-20T16:40:20Z
" Fondo de Apoyo de Tecnologías Educativas y de la Información- PTEI",Zapopan,"Avenida Central ",615,,,,"Fondo de Apoyo de Tecnologías Educativas y de la Información- PTEI,Organismos"," 20.729204",-103.430927," Zapopan Avenida Central 615 Residencial Poniente 20.729204-103.430927 Fondo de Apoyo de Tecnologías Educativas y de la Información- PTEI ",2013-09-25T13:50:23Z
Instituto Tecnológico Superior de Tamazula,Tamazula de Gordiano,"Carretera Tamazula-Santa Rosa ",329,,,,"Instituto Tecnológico Superior de Tamazula,Organismos",19.674444,-103.253289," Tamazula de Gordiano Carretera Tamazula-Santa Rosa 329 49650 013581030060 19.674444-103.253289 Instituto Tecnológico Superior de Tamazula ",2013-09-23T18:34:17Z
Fideicomiso para el Desarrollo de los Sistemas de Enseñanza Vivencial e Indagatoria-SEVIC- JALISCO,Zapopan,"Av. Central ",615,,,,"Fideicomiso para el Desarrollo de los Sistemas de Enseñanza Vivencial e Indagatoria-SEVIC- JALISCO,Organismos",20.728901,-103.430956," Zapopan Av. Central 615 Residencial Poniente 45136 (01 33) 3678-7585 20.728901-103.430956 Fideicomiso para el Desarrollo de los Sistemas de Enseñanza Vivencial e Indagatoria-SEVIC- JALISCO ",2013-11-11T16:30:23Z
Instituto Tecnológico Superior de El Grullo,El Grullo,Carretera el Grullo- Ejutla. Kilómetro 5,,,,,"Instituto Tecnológico Superior de El Grullo,Organismos",19.855065,-104.230986," El Grullo Carretera el Grullo- Ejutla. Kilómetro 5 (01) 321.387.3435 19.855065-104.230986 Instituto Tecnológico Superior de El Grullo ",2013-09-23T16:04:21Z
Instituto Tecnológico Superior de Cocula,Cocula,"Tecnológico ",1000,,,,"Instituto Tecnológico Superior de Cocula,Organismos",20.373576,-103.805183," Cocula Tecnológico 1000 Lomas de Cocula (377) 773 0030 20.373576-103.805183 Instituto Tecnológico Superior de Cocula ",2013-09-23T15:58:14Z
Instituto Tecnológico Superior de Chapala,Chapala,Lilbramiento Chapala-Ajijic,200,,,,"Instituto Tecnológico Superior de Chapala,Organismos",20.303277,-103.222156," Chapala Lilbramiento Chapala-Ajijic 200 7664758 20.303277-103.222156 Instituto Tecnológico Superior de Chapala ",2013-09-23T15:50:34Z
